id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
904862,Apartment for families next Ramblas,3607773,Rosa,Ciutat Vella,el Raval,41.38044,2.17302,Entire home/apt,135,3,174,2020-03-16,1.70,3,208,0,HUTB-000715
906559,Stylish loft in the heart of BCN,1820272,Rosa,Eixample,el Fort Pienc,41.39233,2.18002,Entire home/apt,80,2,452,2021-08-22,4.39,4,297,19,HUTB-004553
907219,Cozy Barcelona Gaudí Apartment,2041901,Dani,Gràcia,la Vila de Gràcia,41.40856,2.1593,Entire home/apt,99,3,88,2021-06-24,0.86,11,324,7,HUTB-004882
910349,BRIGHT ROOM in POBLE SEC,4883414,Azucena,Sants-Montjuïc,el Poble Sec,41.37206,2.16098,Private room,24,1,141,2020-01-17,2.02,2,76,21,
915823,Large apartment on Rambla Catalunya (HUTB-005863),297545,Anil,Eixample,la Dreta de l'Eixample,41.39089,2.16565,Entire home/apt,420,2,94,2019-11-11,0.98,4,240,3,HUTB-005863
916232,Beautiful flat in center Barcelona,4918438,Ines & Jepis,Eixample,la Dreta de l'Eixample,41.38989,2.16195,Entire home/apt,140,3,229,2021-07-26,2.26,1,307,5,HUTB-506422
917540,Unique Open Air Views Penthouse in Barcelona,4889904,Martini,Sants-Montjuïc,Sants,41.37579,2.13764,Private room,25,4,71,2021-05-21,1.51,1,322,22,
918481,Passeig de Gracia - Plaza Catalunya,2701451,Derek,Eixample,la Dreta de l'Eixample,41.38929,2.17052,Entire home/apt,87,1,26,2021-08-29,0.41,1,157,6,HUTB-007845
919483,Port I Spectacular apartment with terrace,4906099,Jordi,Sants-Montjuïc,el Poble Sec,41.37308,2.16756,Entire home/apt,91,2,205,2020-02-19,2.39,10,0,0,HUTB-007618
922906,Port VI Centric apart perfect families 2.2,4906099,Jordi,Sants-Montjuïc,el Poble Sec,41.37308,2.16756,Entire home/apt,116,2,169,2019-08-08,2.16,10,0,0,HUTB-007622
922907,Stylish centric apart w balcony 2.1,4906099,Jordi,Sants-Montjuïc,el Poble Sec,41.37308,2.16756,Entire home/apt,83,2,168,2020-01-31,2.19,10,0,0,HUTB-007621
925557,"Fully equipped apartment,center BCN",4979056,Deisi,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40246,2.16584,Entire home/apt,80,4,197,2020-03-16,2.04,1,301,2,HUTB-542718
928725,Elegant flat in charming old city,2769731,Steve,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38513,2.18017,Entire home/apt,97,32,80,2021-03-16,0.98,1,330,3,
929663,Centric apart perfect groups 1.2,4906099,Jordi,Sants-Montjuïc,el Poble Sec,41.37308,2.16756,Entire home/apt,134,2,126,2020-03-08,1.65,10,0,0,HUTB-007620
931437,Dreamy Apartment in the City Center,4897883,Simona,Eixample,Sant Antoni,41.37939,2.16057,Entire home/apt,168,3,230,2021-08-15,2.30,7,93,7,HUTB-008399
931756,central budget apt for a couple,5020114,Marc,Eixample,Sant Antoni,41.37913,2.16131,Entire home/apt,79,5,119,2019-11-03,1.39,4,334,9,HUTB-005499
933094,FELIZ ESTANCIA en BARCELONA,665423,Carme,Les Corts,la Maternitat i Sant Ramon,41.38412,2.12645,Private room,50,1,242,2021-08-05,2.66,1,365,5,Exempt
933877,Gracia! Single room 45€ /double 90€,5035608,Persita,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40567,2.16552,Private room,45,3,97,2017-09-26,0.97,1,194,0,
934979,Sagrada Familia charming,5044674,Ester,Eixample,la Sagrada Família,41.40074,2.1752,Entire home/apt,110,2,365,2021-08-10,3.57,1,230,17,HUTB-005250
935921,BIG Double Room with private bathroom,4047624,Vane,Sant Martí,el Parc i la Llacuna del Poblenou,41.39752,2.18963,Private room,42,1,27,2018-09-21,0.54,3,44,0,Exempt
936734,Apartament Barcelona Centre - Flat,5045046,Giovanna,Sants-Montjuïc,el Poble Sec,41.3736,2.15746,Entire home/apt,108,3,240,2020-02-24,2.46,1,0,0,HUTB-004772
936781,Park Güell (URL HIDDEN) families,5057234,Pablo,Gràcia,la Salut,41.41036,2.15513,Entire home/apt,95,3,210,2019-11-07,2.12,3,325,8,HUTB-005242
936850,Avinguda Gaudi Barcelonastuff Apartment,4260952,Marc,Eixample,la Sagrada Família,41.410198,2.17479,Entire home/apt,127,2,14,2021-05-22,0.46,9,268,6,HUTB-000324
936900,Penthouse in Gran Via (Pl.Espanya),5057797,Gerard,Sants-Montjuïc,Hostafrancs,41.3706,2.14315,Entire home/apt,70,5,104,2020-03-07,1.13,1,104,6,HUTB-010947
937331,Explore Barcelona From a Cheerful Home,5036026,Lola,Eixample,l'Antiga Esquerra de l'Eixample,41.39459,2.15549,Entire home/apt,161,2,242,2021-07-24,2.96,1,197,5,HUTB-003995
937547,Brand New Apartment Barcelona,2201772,Dimitry,Eixample,l'Antiga Esquerra de l'Eixample,41.38792,2.15224,Entire home/apt,450,5,68,2019-11-29,0.66,14,332,0,HUTB-002846
937657,3Br Boutique Apt with Balcony,4212095,Elio / Wilken,Les Corts,les Corts,41.38668,2.13099,Entire home/apt,143,3,122,2020-02-10,1.18,19,32,1,HUTB-006882
938006,Designer 3Br Apt with Balcony,4212095,Elio / Wilken,Les Corts,les Corts,41.38441,2.13102,Entire home/apt,143,3,94,2019-05-11,0.90,19,31,1,HUTB-006880
939692,APARTMENT BARCELONA near BEACH,1298586,Kristjan Y Ana,Sant Martí,el Poblenou,41.39945,2.19996,Entire home/apt,131,2,76,2019-09-21,0.75,6,109,2,HUTB-009229
939792,CENTRIC APARTMENT in BARCELONA,1298586,Kristjan Y Ana,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40158,2.15064,Entire home/apt,132,2,110,2019-12-31,1.13,6,89,6,HUTB-009232
940338,Paseo de Gracia with Terrace: Love!,674212,Juanmi,Eixample,la Dreta de l'Eixample,41.38984,2.17077,Entire home/apt,300,2,167,2020-02-09,1.91,8,320,0,HUTB-005144
940374,New apartment near Sagrada Familia,5082480,Francesco,Sant Martí,el Clot,41.41087,2.19021,Entire home/apt,92,3,362,2020-03-04,3.56,1,317,1,HUTB-009406
942410,Diagonal APARTMENT,5096271,Roger,Sant Martí,Provençals del Poblenou,41.40717,2.19556,Entire home/apt,100,6,143,2021-07-03,1.43,1,270,6,HUTB-007744
945007,A home for the price of a room BCN,134673,Nuestramérica,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40463,2.17154,Entire home/apt,66,2,284,2021-09-07,2.74,1,287,8,HUTB-005251
945564,Amazing Apartment Plaza Catalonia,1432835,Angel,Eixample,la Dreta de l'Eixample,41.38771,2.16493,Entire home/apt,117,3,241,2020-02-22,2.67,34,93,8,HUTB-005083
946122,"Beach Vila Olimpica, near downtown",5126902,Francesc & Laura,Sant Martí,la Vila Olímpica del Poblenou,41.39418,2.19319,Entire home/apt,100,4,84,2021-07-27,0.96,1,334,3,HUTB-005211
947269,Colourful & Central Flat-WIFI,721378,Gio,Eixample,la Nova Esquerra de l'Eixample,41.38127,2.15475,Entire home/apt,345,2,155,2019-10-16,1.51,2,179,0,HUTB-731203
950784,"Single Room near Ramblas, Breakfast",5157936,Ricardo Rubén,Eixample,la Dreta de l'Eixample,41.38594,2.165,Private room,40,1,555,2020-03-07,5.59,4,192,0,Exempt
951364,079. New Aribau Apartment,396363,Alcambarcelona,Eixample,l'Antiga Esquerra de l'Eixample,41.39288,2.15321,Entire home/apt,177,2,15,2013-07-18,0.17,98,319,2,HUTB-005069
953280,080. New San Juan Apartment,396363,Alcambarcelona,Eixample,la Dreta de l'Eixample,41.40096,2.16799,Entire home/apt,144,2,3,2019-05-13,0.14,98,351,1,HUTB-004985
953750,Nice Room City Center Rambla,5178840,Marc,Ciutat Vella,el Barri Gòtic,41.38534,2.17037,Private room,49,32,347,2021-07-22,3.59,1,90,27,
954380,Living room + bedroom + sleeping al,5182848,Bata De,Ciutat Vella,el Raval,41.38176,2.16496,Private room,38,1,82,2016-05-15,0.81,1,0,0,
955321,Great and Stylish Seaside Flat,2201772,Dimitry,Sant Martí,la Vila Olímpica del Poblenou,41.39116,2.19251,Entire home/apt,399,7,2,2021-05-27,0.02,14,350,1,HUTB-004915
956256,"Amazing terrace, clean, aircon and wi-fi",5197001,Javier,Eixample,Sant Antoni,41.37525,2.15091,Entire home/apt,95,2,257,2020-02-25,2.60,2,217,15,HUTB-009868
956768,Central Flat near Sagrada Família and Metro,5201227,Jose & Patricia,Eixample,la Sagrada Família,41.40048,2.17349,Entire home/apt,132,3,188,2021-09-06,2.10,4,320,10,HUTB-001376
957402,Nice apartment with terrace close to Fira Montjuic,3099440,Lluís,Sants-Montjuïc,el Poble Sec,41.37104,2.15004,Entire home/apt,103,3,132,2021-07-29,1.53,1,101,10,HUTB-009555
957657,CENTRAL & BRIGHT with Pack Family!!,2935086,Noelia & Fabiola,Sants-Montjuïc,el Poble Sec,41.37366,2.16613,Entire home/apt,120,3,252,2020-03-08,2.59,1,133,0,HUTB-005569
958946,comfortable central 2-5 p apartment,5020114,Marc,Eixample,Sant Antoni,41.37905,2.16101,Entire home/apt,101,5,139,2021-07-04,1.47,4,264,11,HUTB-010943
959089,Our house: Architects' flat.,5219447,Sean,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40543,2.14891,Entire home/apt,260,2,295,2021-07-27,2.91,1,297,18,HUTB-009203
959840,PL REAL (Sq) PENTHOUSE Rooftop,5223863,Mercedes,Ciutat Vella,el Raval,41.37923,2.17451,Private room,56,1,608,2020-02-23,6.05,3,136,1,
959880,PENT PL REiAl (Sq)  Cathedral,5223863,Mercedes,Ciutat Vella,el Barri Gòtic,41.38023,2.17564,Private room,43,1,708,2021-09-02,6.97,3,149,19,
961223,Luminosa habitación en ático soleado con vistas,5234837,Margarita,Sants-Montjuïc,el Poble Sec,41.37354,2.16603,Private room,20,30,12,2016-05-19,0.16,1,263,0,
961548,Apartment with terrace in Gracia,5236677,Marcel I Marta,Gràcia,la Vila de Gràcia,41.4042,2.15281,Entire home/apt,101,3,219,2021-07-31,2.12,1,36,12,HUTB-761738
963109,Avinyó A,4437210,Santos,Ciutat Vella,el Barri Gòtic,41.38059,2.17822,Entire home/apt,170,3,235,2019-07-12,2.37,2,3,0,HUTB-003907
963289,MAGNIFICENT APARTMENT IN THE CENTER,5249210,Maria Luisa,Eixample,la Nova Esquerra de l'Eixample,41.38085,2.14868,Entire home/apt,129,3,393,2021-08-22,3.94,1,229,15,HUTB-010411
963533,"Executive Cataluña 1, 6 Bedrooms. WIFI, A/C",5170597,SamFlat,Eixample,l'Antiga Esquerra de l'Eixample,41.38532,2.16172,Entire home/apt,191,3,175,2021-07-05,1.75,5,252,13,HUTB-003572
965681,"Executive Cataluña 2 - 3 Bedrooms, WIFI , A/C",5170597,SamFlat,Eixample,l'Antiga Esquerra de l'Eixample,41.38531,2.16175,Entire home/apt,97,3,158,2021-09-05,1.90,5,337,3,HUTB-003570
965712,"Executive Cataluña 3.  3 Bedrooms, WIFI, A/C",5170597,SamFlat,Eixample,Sant Antoni,41.38334,2.16029,Entire home/apt,109,3,188,2021-07-12,2.25,5,329,10,HUTB003571
965733,"Executive Cataluña 4,   5 bedrooms , WIFI, AC",5170597,SamFlat,Eixample,l'Antiga Esquerra de l'Eixample,41.38447,2.16068,Entire home/apt,187,3,211,2021-08-20,2.26,5,321,11,HUTB004288
967346,"Executive cataluña 6 , 5 bedrooms, WIFI , A/C",5170597,SamFlat,Eixample,Sant Antoni,41.38427,2.16275,Entire home/apt,243,3,169,2021-08-15,1.73,5,318,11,HUTB-004289
972024,4 BED+10 PEOPLE+MODERN+CITY CENTER,5314041,Claudia,Eixample,la Dreta de l'Eixample,41.38726,2.16768,Entire home/apt,400,4,26,2019-10-05,0.33,4,355,0,
973013,5 min Sagrada Familia y metro. Wifi,5320036,Elisenda,Eixample,la Sagrada Família,41.41012,2.1759,Entire home/apt,70,5,133,2019-11-23,1.46,1,152,1,HUTB-002982
977496,Cozy 2 bedroom apartment  near Sagrada Familia,3376710,Maria StayBarcelona,Eixample,la Sagrada Família,41.40575,2.17664,Entire home/apt,94,2,13,2018-07-29,0.15,38,208,1,HUTB-004775
977631,Cheap Apartament Center Barcelona,5349333,Sarah,Eixample,l'Antiga Esquerra de l'Eixample,41.3904,2.15258,Entire home/apt,68,1,327,2021-08-21,3.31,3,172,35,HUTB-004898
977745,Loft barato en centro **wifi i fira,5349333,Sarah,Les Corts,les Corts,41.38314,2.13606,Entire home/apt,80,1,394,2021-07-16,4.65,3,169,49,HUTB-012712
978990,Gotico Super-Apt near Pi+Boqueria!,34580,Ron,Ciutat Vella,el Barri Gòtic,41.38387,2.1717,Private room,49,3,307,2021-08-16,3.46,1,222,13,
979073,Silent flat Gracia & Sagr. Familia,5359193,Roberto & Elisenda,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40425,2.16417,Entire home/apt,84,1,186,2021-08-16,1.86,1,160,12,HUTB-005487
979914,Bright 130 metre Apt +40m Furnished Terrace,5361567,John Luke,Eixample,la Nova Esquerra de l'Eixample,41.38055,2.1484,Entire home/apt,180,2,140,2019-09-26,1.37,1,274,6,HUTB-012487
982492,Charming and Central,5201227,Jose & Patricia,Eixample,l'Antiga Esquerra de l'Eixample,41.39223,2.15559,Entire home/apt,141,3,316,2021-08-26,3.63,4,311,10,HUTB-007964
982915,Gracia - Sagrada Familia. 3 bd. 6p,5385759,Cesc,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4045,2.16631,Entire home/apt,78,3,348,2021-06-11,4.02,1,0,38,HUTB-000673
984985,Loft in Barrio de Gracia - WIFI!!,4507138,Dani & Laura,Gràcia,la Vila de Gràcia,41.40045,2.15465,Entire home/apt,59,3,248,2020-03-11,2.53,1,328,6,HUTB-011373
986101,Safety First :) Cosy apartment next to Montjuic !!,3744544,Marta+Paul,Sants-Montjuïc,el Poble Sec,41.37268,2.17236,Entire home/apt,55,3,71,2020-01-30,0.93,28,0,0,hutb-002372
986639,CHARMING DUPLEX IN BARCELONA'S HEART,5414485,BarcelonaMC,Ciutat Vella,el Barri Gòtic,41.37952,2.18011,Entire home/apt,200,3,142,2019-11-19,1.43,1,337,2,HUTB-003346
986692,Apartment Alejandro in BCN,5414684,Alex,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40581,2.16644,Entire home/apt,94,5,132,2020-03-17,1.29,5,96,5,HUTB-012615
986867,HOMU - C211 Barcelona,121825,C211,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.3941,2.14707,Entire home/apt,225,1,50,2019-08-27,0.55,18,317,0,HUTB-005117
988755,HOGAR - C211 Barcelona,121825,C211,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.3941,2.14707,Entire home/apt,177,1,31,2018-08-21,0.31,18,323,1,HUTB-005118
988917,"Acogedor Apto Confortable ,Bien Ubicado y Parking",5428204,David,Eixample,la Nova Esquerra de l'Eixample,41.38078,2.1458,Entire home/apt,123,1,853,2021-07-03,8.31,1,293,98,HUTB-011682
993568,Best BCN Area/2 bedrsWiFi,3970295,Angie And Annie,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38357,2.18364,Entire home/apt,62,7,95,2020-02-29,0.98,7,344,1,EB-002907
993648,Central GRACIA BONAVISTA 3 bedroom apartment,1310304,Luis,Gràcia,la Vila de Gràcia,41.39809,2.15923,Entire home/apt,47,30,4,2013-07-15,0.06,64,314,0,HUTB-004688
996713,⭐Penthouse Suite w/ Private Bathroom and Terrace⭐,5000992,Sid,Eixample,Sant Antoni,41.38061,2.15821,Entire home/apt,27,1,450,2020-11-02,5.03,1,0,8,Exempt
1001823,HB 5m.Plaza España Feria  Muestras. 25m Aeropuerto,5509819,Pepita,Eixample,Sant Antoni,41.37671,2.15247,Private room,82,3,60,2019-04-29,0.62,3,345,0,
1002233,Port Montjuïc (FREE PARKING),5511646,Cristina,Sants-Montjuïc,el Poble Sec,41.37209,2.1706,Entire home/apt,130,3,193,2019-11-16,2.13,2,101,1,HUTB-000064
1002372,Apart. bright 3 bedrooms beach 1 min,2379410,Liliya,Sant Martí,el Poblenou,41.39732,2.20693,Entire home/apt,80,1,205,2021-07-04,2.30,1,312,10,HUTB-542924
1005399,5 BED+10 PEOPLE+MODERN+CITY CENTER,5314041,Claudia,Eixample,la Dreta de l'Eixample,41.3858,2.16758,Entire home/apt,400,3,4,2018-10-14,0.21,4,360,0,HUTB-003988
1007939,COZY QUIET APT.CENTER BALCONY  WIFI,5449946,Pilar,Gràcia,la Vila de Gràcia,41.40472,2.159,Entire home/apt,105,2,274,2019-12-29,2.73,1,329,4,HUTB-005894
1008717,Big Apartment with terrace!,750385,Casa Consell,Eixample,la Dreta de l'Eixample,41.39204,2.16731,Entire home/apt,474,1,43,2021-06-06,0.85,3,106,4,HUTB-007995
1010589,STYLE MONTJUÏC      (JACUZZI Y PARKING GRATIS),5511646,Cristina,Sants-Montjuïc,el Poble Sec,41.37481,2.16501,Entire home/apt,130,3,238,2021-06-28,2.38,2,111,5,HUTB-002779
1011083,LOVELY APT. WITH TERRACE NEAR LAS RAMBLAS,5560246,Irene,Sants-Montjuïc,el Poble Sec,41.37146,2.16712,Entire home/apt,110,2,292,2021-08-01,2.88,1,302,3,HUTB-005684
1013104,Precioso dúplex en Barcelona Gracia,5573281,Christoph,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40871,2.16426,Entire home/apt,110,3,38,2020-03-01,1.25,1,0,0,HUTB-004616
1014822,"Amposta, Plasa Spain - Font magica",5583695,Felicidad,Sants-Montjuïc,la Font de la Guatlla,41.37127,2.14564,Entire home/apt,106,7,166,2019-08-25,1.84,1,0,4,HUTB-003701
1016104,Great and Spacious Apartment,2201772,Dimitry,Eixample,la Nova Esquerra de l'Eixample,41.38756,2.15137,Entire home/apt,450,5,43,2019-11-03,0.44,14,349,1,HUTB-004969
1018647,Penthouse with 2 Gorgeous Terrace next to Camp Nou,5606008,Jordi,Les Corts,la Maternitat i Sant Ramon,41.37588,2.12195,Entire home/apt,74,2,355,2021-08-16,3.57,1,237,15,HUTB-007733
1021297,Doble Desayuno Preciosa Centro,5621279,Norma,Eixample,la Nova Esquerra de l'Eixample,41.38708,2.14948,Private room,36,2,264,2018-06-14,2.66,2,163,2,
1021299,Sunny room Barcelona,5621279,Norma,Eixample,la Nova Esquerra de l'Eixample,41.3853,2.14895,Private room,42,2,124,2019-12-08,1.27,2,72,2,
1025705,Elegant Apartment on Rambla Badal,5647375,Laurence,Sants-Montjuïc,Sants,41.37116,2.13285,Entire home/apt,59,2,321,2021-07-20,3.19,1,352,5,HUTB-001813
1025707,Enjoyable location  in front of Sagrada Familia !,3744544,Marta+Paul,Eixample,la Sagrada Família,41.40153,2.17785,Entire home/apt,114,3,97,2019-11-29,1.29,28,104,4,HUTB-004762
1026452,Barcelona Beach Flat with Parking,5650710,Alicia,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40331,2.21025,Entire home/apt,183,6,33,2018-07-12,0.52,2,0,0,HUTB-009901
1027560,Habitación de Marquès de Sentmenat,5655236,Maria Victoria,Les Corts,les Corts,41.3864,2.14034,Private room,25,2,8,2017-08-31,0.16,1,0,0,
1032836,"Central quiet apartment, Wifi",5683688,Isabel,Sants-Montjuïc,el Poble Sec,41.37418,2.16367,Entire home/apt,128,3,109,2020-02-23,1.27,1,356,0,HUTB-005557
1034761,OLYMPIC VILLAGE. CITY & BEACH,5695022,Rosario,Sant Martí,el Poblenou,41.39481,2.20087,Entire home/apt,129,3,41,2021-07-21,0.57,1,327,8,001825
1034771,"SPECTACULAR!, next The Ramblas.",5636973,Carlos Alberto,Ciutat Vella,el Raval,41.3822,2.16865,Entire home/apt,101,2,212,2021-09-01,2.45,2,314,16,HUTB-002735
1036032,Little♡single room to rest in BCN,2426746,Joel Giraldo,Eixample,la Sagrada Família,41.40625,2.17233,Private room,22,1,622,2021-07-18,6.12,4,327,36,
1038904,Nice & Cheap DB close to the beach,5719437,Zoraida,Sant Martí,el Parc i la Llacuna del Poblenou,41.3997,2.18903,Private room,50,1,358,2020-01-16,3.49,1,363,3,
1039211,Beach & Rambla in Poblenou,5721224,Frederic & Maritza,Sant Martí,el Poblenou,41.40504,2.20344,Entire home/apt,96,3,80,2019-07-03,1.03,2,331,8,HUTB-365956
1041060,Just perfect for your holidays !!!    :),3744544,Marta+Paul,Gràcia,la Vila de Gràcia,41.39864,2.16183,Entire home/apt,253,3,135,2019-10-21,1.50,28,253,0,hutb-001025
1044121,Safety First :)  Fabulous apartment in Down Town,3744544,Marta+Paul,Eixample,Sant Antoni,41.37565,2.15801,Entire home/apt,80,3,57,2019-09-16,1.12,28,2,0,hutb-002621
1044130,Fantastic and Modern 4Rooms/4Bathrooms Apartment,5748709,Alex Anfres,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,41.40111,2.13598,Entire home/apt,260,5,165,2021-07-25,1.97,1,288,9,HUTB-557520
1047089,"Gracia, close Gaudi, WIFI balcony AC",5764841,Teo,Gràcia,la Vila de Gràcia,41.4024,2.15673,Entire home/apt,73,1,357,2021-06-04,3.89,1,259,44,HUTB-005857
1052846,COZY APARTAMENT BEACH -  POBLE NOU,1298586,Kristjan Y Ana,Sant Martí,el Poblenou,41.39984,2.20692,Entire home/apt,88,2,24,2019-11-07,0.36,6,0,0,HUTB-004540
1060614,Kool Central Beach WiFi AC,5472538,Lobsang,Eixample,el Fort Pienc,41.39673,2.18323,Entire home/apt,120,2,569,2021-07-16,5.57,1,320,23,HUTB-005352
1061343,Apto. magníficas vistas y Aire/Ac (M),5843487,Rosario/Diana,Sarrià-Sant Gervasi,les Tres Torres,41.39582,2.12866,Entire home/apt,91,1,80,2019-08-04,0.85,18,240,4,HUTB-005173
1064956,Cozy apartment with natural light for two,5843487,Rosario/Diana,Les Corts,les Corts,41.39211,2.13012,Entire home/apt,82,1,90,2019-10-19,0.95,18,243,2,HUTB-005174
1064989,"Centric Double Room, private bath",5157936,Ricardo Rubén,Ciutat Vella,el Raval,41.38507,2.16523,Private room,35,1,553,2020-02-28,5.47,4,188,0,Exempt
1067338,Beautiful and spacious attic,5873242,Mariona,Eixample,Sant Antoni,41.37767,2.15306,Entire home/apt,133,3,51,2021-07-19,1.13,1,193,2,HUTB-007511
1068523,"Comfortable, spacious, central, AC, shared terrace",5878688,Yaiza,Eixample,la Dreta de l'Eixample,41.39095,2.17448,Entire home/apt,152,2,146,2021-07-27,1.93,31,233,23,HUTB-004754
1069572,Céntrico piso en Barcelona-Wi-Fi,5841645,Manuel,Eixample,la Dreta de l'Eixample,41.39976,2.16719,Entire home/apt,140,3,87,2021-08-09,1.07,1,355,2,HUTB-005972
1070322,Triple room Barcelona Guell park,5888954,Núria,Gràcia,la Vila de Gràcia,41.40867,2.15379,Private room,35,31,254,2019-08-03,2.87,2,365,21,Exempt
1070511,double room Barcelona Guell park,5888954,Núria,Gràcia,la Vila de Gràcia,41.40661,2.15396,Private room,30,31,261,2019-10-28,2.85,2,285,29,Exempt
1071740,Stylish Ground Floor Flat with Private Garden in Townhouse,805226,Slavko&Samuel,Sants-Montjuïc,la Bordeta,41.37083,2.13377,Entire home/apt,245,2,169,2020-07-10,1.69,1,352,16,HUTB-006398
1071787,No está Disponible,3493945,Ana,Sants-Montjuïc,Sants - Badal,41.37568,2.12463,Private room,26,1,18,2015-08-13,0.24,2,345,0,
1073748,"MAGIC PLACE IN BARCELONA, WITH POOL",5159312,Antonio & Mauro,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.41472,2.10531,Entire home/apt,183,3,96,2019-12-23,0.98,1,268,4,HUTB-005317
1074100,THE NEW OLDIN POBLE SEC,3937003,Pedro,Sants-Montjuïc,el Poble Sec,41.37329,2.15881,Entire home/apt,105,3,227,2019-02-02,2.26,5,261,0,HUTB-010022
1074936,Apartamento Gran vía Classic BC HUTB-003954,3533078,Carlos Y Raquel,Eixample,la Dreta de l'Eixample,41.39259,2.17468,Entire home/apt,155,2,30,2019-09-02,0.39,2,311,0,HTUB-003954
